REPORT_DATE
-------------------
2025-03-05T17:55:28
PDB: DBRHU
---
TABLE_NAME                     OWNER.INDEX_NAME                      SAVING %         CURRENT SIZE       ESTIMATED SIZE  COMMAND
R350PRT                        RHSENIOR.CP_R350PRT                    38.0 %              324.8 MB             201.3 MB  ALTER INDEX rhsenior.cp_r350prt REBUILD ONLINE;
R046FFR                        RHSENIOR.CP_R046FFR                    26.8 %              319.8 MB             234.0 MB  ALTER INDEX rhsenior.cp_r046ffr REBUILD ONLINE;
R350DRU                        RHSENIOR.R350DRUINDICE1                31.2 %              313.7 MB             215.8 MB  ALTER INDEX rhsenior.r350druindice1 REBUILD ONLINE;
R038AFA                        RHSENIOR.R038AFAINDICE4                34.0 %              303.8 MB             200.5 MB  ALTER INDEX rhsenior.r038afaindice4 REBUILD ONLINE;
R042RCV                        RHSENIOR.R042RCVINDICE2                25.3 %              298.0 MB             222.6 MB  ALTER INDEX rhsenior.r042rcvindice2 REBUILD ONLINE;
R046PRV                        RHSENIOR.R046PRVINDICE3                26.4 %              296.4 MB             218.1 MB  ALTER INDEX rhsenior.r046prvindice3 REBUILD ONLINE;
R349BPA                        RHSENIOR.R349BPAINDICE1                27.7 %              290.7 MB             210.2 MB  ALTER INDEX rhsenior.r349bpaindice1 REBUILD ONLINE;
N180TRA                        EDOCS.IDX_N180TRA_001                  34.5 %              279.3 MB             182.8 MB  ALTER INDEX edocs.idx_n180tra_001 REBUILD ONLINE;
N180TRA                        EDOCS.PK_N180TRA                       35.6 %              271.1 MB             174.5 MB  ALTER INDEX edocs.pk_n180tra REBUILD ONLINE;
R349EOC                        RHSENIOR.R349EOCINDICE1                29.7 %              266.6 MB             187.3 MB  ALTER INDEX rhsenior.r349eocindice1 REBUILD ONLINE;
R062ALM                        RHSENIOR.R062ALMINDICE2                36.1 %              259.3 MB             165.6 MB  ALTER INDEX rhsenior.r062almindice2 REBUILD ONLINE;
R349ITF                        RHSENIOR.R349ITFINDICE1                27.7 %              259.2 MB             187.3 MB  ALTER INDEX rhsenior.r349itfindice1 REBUILD ONLINE;
